date,Flat (No MG)_pnl,Flat + Skip 2L_pnl,MG Next Signal (x1.5)_pnl,MG Next Signal (x2)_pnl,MG Next Signal (x3.0)_pnl,MG1 (x1.5)_pnl,MG1 (x2)_pnl,MG1 (x2.5)_pnl,MG1 (x3.0)_pnl,MG2 (x1.5)_pnl,MG2 (x2)_pnl,MG2 (x2.5)_pnl,MG2 (x3.0)_pnl,MG2 + Stop 1L_pnl,Masaniello_pnl,Masaniello (cap $1000)_pnl,Masaniello (cap $2000)_pnl,Masaniello (cap $500)_pnl,Soros (3-level cap)_pnl,Soros (Anti-MG)_pnl
2025-10-07,-18.0,-11.2,-34.8,-51.6,-85.2,-17.4,-17.2,-17.0,-16.8,-5.7,3.6,15.5,30.0,2.0,680.13,1026.17,1026.17,1026.17,421.57,421.57
2025-10-08,-92.0,-21.2,-109.4,-126.8,-161.6,-108.2,-113.6,-119.0,-124.4,-226.1,-323.2,-446.5,-596.0,-53.6,292.0,483.07,483.07,483.07,164.59,164.59
2025-10-09,4.4,24.0,-16.2,-36.8,-78.0,-47.8,-65.2,-82.6,-100.0,-78.4,-119.6,-167.6,-222.4,-6.8,608.53,973.19,973.19,973.19,346.33,346.33
2025-10-10,-7.2,-11.2,-22.2,-37.2,-67.2,15.6,23.2,30.8,38.4,12.9,18.4,23.3,27.6,3.2,434.0,733.21,733.21,733.21,184.68,184.68
2025-10-11,19.6,5.2,21.6,23.6,27.6,50.2,60.4,70.6,80.8,22.3,10.8,-6.9,-30.8,-3.2,680.13,1028.78,1028.78,1028.78,405.03,405.03
2025-10-12,38.4,20.4,63.6,88.8,139.2,112.2,136.8,161.4,186.0,129.3,167.2,208.9,254.4,70.0,772.59,1098.64,1098.64,1098.64,545.67,545.67
2025-10-13,10.8,6.4,12.8,14.8,18.8,-99.6,-136.4,-173.2,-210.0,13.8,65.2,141.8,243.6,-22.0,717.8,1063.12,1063.12,1063.12,488.02,488.02
2025-10-14,-74.4,-20.0,-64.2,-54.0,-33.6,-34.2,-20.8,-7.4,6.0,-64.8,-75.2,-92.4,-116.4,-62.4,632.0,1029.62,1029.62,1029.62,324.02,324.02
2025-10-15,-18.0,14.0,-25.4,-32.8,-47.6,67.2,95.6,124.0,152.4,104.1,161.2,226.5,300.0,161.2,772.59,1098.64,1098.64,1098.64,529.12,529.12
2025-10-16,28.4,9.2,48.6,68.8,109.2,-53.8,-81.2,-108.6,-136.0,-171.7,-290.8,-436.1,-607.6,-70.0,371.2,657.23,657.23,657.23,237.58,237.58
2025-10-17,-52.0,-11.2,-73.2,-94.4,-136.8,-177.4,-219.2,-261.0,-302.8,-255.7,-358.4,-478.5,-616.0,-61.2,275.6,475.95,475.95,475.95,155.79,155.79
2025-10-18,-8.0,-11.2,-1.6,4.8,17.6,-48.8,-62.4,-76.0,-89.6,-59.6,-81.6,-106.0,-132.8,-61.2,652.53,1038.48,1038.48,1038.48,386.23,386.23
2025-10-19,-55.6,-11.2,-63.6,-71.6,-87.6,-0.4,18.0,36.4,54.8,33.8,78.8,131.4,191.6,-61.2,726.6,1087.35,1087.35,1087.35,488.02,488.02
2025-10-20,-74.4,-23.6,-82.4,-90.4,-106.4,-90.6,-96.0,-101.4,-106.8,-123.9,-155.2,-193.9,-240.0,-39.6,573.2,1082.78,1082.78,1082.78,288.68,288.68
2025-10-21,40.8,19.2,71.0,101.2,161.6,3.6,-8.8,-21.2,-33.6,-46.8,-98.4,-161.2,-235.2,-9.6,556.8,1001.38,1001.38,1001.38,267.58,267.58
2025-10-22,-18.0,-2.4,-16.6,-15.2,-12.4,10.8,20.4,30.0,39.6,2.7,6.0,7.5,7.2,-52.4,650.8,1071.56,1071.56,1071.56,452.68,452.68
2025-10-23,-14.8,-13.6,-6.6,1.6,18.0,-33.4,-39.6,-45.8,-52.0,-100.9,-159.6,-233.3,-322.0,-70.0,114.0,238.45,238.45,238.45,35.25,35.25
2025-10-24,188.8,188.8,192.6,196.4,204.0,128.8,108.8,88.8,68.8,38.8,-51.2,-161.2,-291.2,106.0,716.19,1042.24,1042.24,1042.24,402.77,402.77
2025-10-25,226.4,226.4,235.2,244.0,261.6,196.4,186.4,176.4,166.4,151.4,106.4,51.4,-13.6,26.8,726.6,1059.6,1059.6,1059.6,456.92,456.92
2025-10-26,170.0,170.0,192.0,214.0,258.0,95.0,70.0,45.0,20.0,-17.5,-130.0,-267.5,-430.0,-43.6,613.2,1048.56,1048.56,1048.56,272.14,272.14
2025-10-27,38.4,38.0,49.8,61.2,84.0,55.8,61.6,67.4,73.2,112.5,162.4,224.9,300.0,56.4,772.59,1098.64,1098.64,1098.64,498.02,498.02
