trade_num,Flat (No MG),Flat + Skip 2L,MG Next Signal (x1.5),MG Next Signal (x2),MG Next Signal (x3.0),MG1 (x1.5),MG1 (x2),MG1 (x2.5),MG1 (x3.0),MG2 (x1.5),MG2 (x2),MG2 (x2.5),MG2 (x3.0),MG2 + Stop 1L,Masaniello,Masaniello (cap $1000),Masaniello (cap $2000),Masaniello (cap $500),Soros (3-level cap),Soros (Anti-MG)
1176,-1081.6,-141.6,-1207.8,-1334.0,-1586.4,-2051.8,-2375.2,-2698.6,-3022.0,-2249.8,-2727.2,-3248.6,-3814.0,-2525.2,33990.45,55633.11,55633.11,55633.11,15193.57,15193.57
1177,-1072.8,-132.8,-1199.0,-1325.2,-1577.6,-2043.0,-2366.4,-2689.8,-3013.2,-2241.0,-2718.4,-3239.8,-3805.2,-2516.4,34034.45,55713.11,55713.11,55713.11,15224.68,15224.68
1178,-1082.8,-124.0,-1209.0,-1335.2,-1587.6,-2068.0,-2396.4,-2724.8,-3053.2,-2288.5,-2788.4,-3337.3,-3935.2,-2507.6,33984.45,55623.4,55623.4,55623.4,15214.68,15214.68
1179,-1074.0,-134.0,-1195.8,-1317.6,-1561.2,-2059.2,-2387.6,-2716.0,-3044.4,-2279.7,-2779.6,-3328.5,-3926.4,-2500.0,34028.45,55706.73,55706.73,55706.73,15223.48,15223.48
1180,-1084.0,-144.0,-1205.8,-1327.6,-1571.2,-2056.0,-2380.0,-2704.0,-3028.0,-2276.5,-2772.0,-3316.5,-3910.0,-2492.4,34072.45,55789.09,55789.09,55789.09,15240.02,15240.02
1181,-1094.0,-135.2,-1220.8,-1347.6,-1601.2,-2081.0,-2410.0,-2739.0,-3068.0,-2281.7,-2766.8,-3296.5,-3870.8,-2487.2,34116.45,55870.34,55870.34,55870.34,15271.12,15271.12
1182,-1104.0,-126.4,-1230.8,-1357.6,-1611.2,-2077.8,-2402.4,-2727.0,-3051.6,-2278.5,-2759.2,-3284.5,-3854.4,-2557.2,34160.45,55950.34,55950.34,55950.34,15279.92,15279.92
1183,-1114.0,-117.6,-1245.8,-1377.6,-1641.2,-2074.6,-2394.8,-2715.0,-3035.2,-2275.3,-2751.6,-3272.5,-3838.0,-2548.4,34204.45,56028.91,56028.91,56028.91,15296.47,15296.47
1184,-1105.2,-108.8,-1237.0,-1368.8,-1632.4,-2065.8,-2386.0,-2706.2,-3026.4,-2266.5,-2742.8,-3263.7,-3829.2,-2543.2,34248.45,56105.83,56105.83,56105.83,15327.57,15327.57
1185,-1096.4,-118.8,-1228.2,-1360.0,-1623.6,-2057.0,-2377.2,-2697.4,-3017.6,-2257.7,-2734.0,-3254.9,-3820.4,-2535.6,34292.45,56180.83,56180.83,56180.83,15336.37,15336.37
1186,-1087.6,-110.0,-1219.4,-1351.2,-1614.8,-2048.2,-2368.4,-2688.6,-3008.8,-2248.9,-2725.2,-3246.1,-3811.6,-2526.8,34336.45,56253.56,56253.56,56253.56,15352.91,15352.91
1187,-1078.8,-120.0,-1210.6,-1342.4,-1606.0,-2039.4,-2359.6,-2679.8,-3000.0,-2240.1,-2716.4,-3237.3,-3802.8,-2519.2,34380.45,56323.56,56323.56,56323.56,15384.02,15384.02
1188,-1088.8,-111.2,-1220.6,-1352.4,-1616.0,-2064.4,-2389.6,-2714.8,-3040.0,-2245.3,-2711.2,-3217.3,-3763.6,-2510.4,34424.45,56390.23,56390.23,56390.23,15392.82,15392.82
1189,-1098.8,-121.2,-1235.6,-1372.4,-1646.0,-2061.2,-2382.0,-2702.8,-3023.6,-2242.1,-2703.6,-3205.3,-3747.2,-2501.6,34468.45,56452.73,56452.73,56452.73,15409.36,15409.36
1190,-1090.0,-131.2,-1226.8,-1363.6,-1637.2,-2052.4,-2373.2,-2694.0,-3014.8,-2233.3,-2694.8,-3196.5,-3738.4,-2492.8,34512.45,56509.87,56509.87,56509.87,15440.46,15440.46
1191,-1100.0,-122.4,-1236.8,-1373.6,-1647.2,-2077.4,-2403.2,-2729.0,-3054.8,-2280.8,-2764.8,-3294.0,-3868.4,-2485.2,34462.45,56453.05,56453.05,56453.05,15430.46,15430.46
1192,-1110.0,-132.4,-1251.8,-1393.6,-1677.2,-2102.4,-2433.2,-2764.0,-3094.8,-2328.3,-2834.8,-3391.5,-3998.4,-2555.2,34412.45,56384.87,56384.87,56384.87,15420.46,15420.46
1193,-1120.0,-142.4,-1261.8,-1403.6,-1687.2,-2099.2,-2425.6,-2752.0,-3078.4,-2325.1,-2827.2,-3379.5,-3982.0,-2547.6,34456.45,56464.87,56464.87,56464.87,15429.26,15429.26
1194,-1130.0,-152.4,-1276.8,-1423.6,-1717.2,-2096.0,-2418.0,-2740.0,-3062.0,-2321.9,-2819.6,-3367.5,-3965.6,-2538.8,34500.45,56543.82,56543.82,56543.82,15445.81,15445.81
1195,-1121.2,-162.4,-1268.0,-1414.8,-1708.4,-2087.2,-2409.2,-2731.2,-3053.2,-2313.1,-2810.8,-3358.7,-3956.8,-2608.8,34544.45,56621.59,56621.59,56621.59,15476.91,15476.91
1196,-1131.2,-153.6,-1278.0,-1424.8,-1718.4,-2112.2,-2439.2,-2766.2,-3093.2,-2360.6,-2880.8,-3456.2,-4086.8,-2600.0,34494.45,56534.7,56534.7,56534.7,15466.91,15466.91
1197,-1122.4,-163.6,-1264.8,-1407.2,-1692.0,-2103.4,-2430.4,-2757.4,-3084.4,-2351.8,-2872.0,-3447.4,-4078.0,-2591.2,34538.45,56615.95,56615.95,56615.95,15475.71,15475.71
1198,-1132.4,-154.8,-1274.8,-1417.2,-1702.0,-2100.2,-2422.8,-2745.4,-3068.0,-2348.6,-2864.4,-3435.4,-4061.6,-2582.4,34582.45,56695.95,56695.95,56695.95,15492.25,15492.25
1199,-1142.4,-164.8,-1289.8,-1437.2,-1732.0,-2097.0,-2415.2,-2733.4,-3051.6,-2345.4,-2856.8,-3423.4,-4045.2,-2573.6,34626.45,56774.52,56774.52,56774.52,15523.36,15523.36
1200,-1152.4,-174.8,-1299.8,-1447.2,-1742.0,-2122.0,-2445.2,-2768.4,-3091.6,-2350.6,-2851.6,-3403.4,-4006.0,-2564.8,34670.45,56851.44,56851.44,56851.44,15532.16,15532.16
1201,-1162.4,-166.0,-1314.8,-1467.2,-1772.0,-2118.8,-2437.6,-2756.4,-3075.2,-2347.4,-2844.0,-3391.4,-3989.6,-2559.6,34714.45,56926.44,56926.44,56926.44,15548.7,15548.7
1202,-1172.4,-176.0,-1324.8,-1477.2,-1782.0,-2115.6,-2430.0,-2744.4,-3058.8,-2344.2,-2836.4,-3379.4,-3973.2,-2554.4,34758.45,56999.17,56999.17,56999.17,15579.8,15579.8
1203,-1163.6,-186.0,-1311.6,-1459.6,-1755.6,-2106.8,-2421.2,-2735.6,-3050.0,-2335.4,-2827.6,-3370.6,-3964.4,-2545.6,34802.45,57069.17,57069.17,57069.17,15588.6,15588.6
1204,-1173.6,-177.2,-1321.6,-1469.6,-1765.6,-2103.6,-2413.6,-2723.6,-3033.6,-2332.2,-2820.0,-3358.6,-3948.0,-2615.6,34846.45,57135.83,57135.83,57135.83,15605.15,15605.15
1205,-1183.6,-187.2,-1336.6,-1489.6,-1795.6,-2100.4,-2406.0,-2711.6,-3017.2,-2329.0,-2812.4,-3346.6,-3931.6,-2606.8,34890.45,57198.33,57198.33,57198.33,15636.25,15636.25
1206,-1193.6,-197.2,-1346.6,-1499.6,-1805.6,-2097.2,-2398.4,-2699.6,-3000.8,-2325.8,-2804.8,-3334.6,-3915.2,-2601.6,34934.45,57255.48,57255.48,57255.48,15645.05,15645.05
1207,-1184.8,-207.2,-1333.4,-1482.0,-1779.2,-2088.4,-2389.6,-2690.8,-2992.0,-2317.0,-2796.0,-3325.8,-3906.4,-2594.0,34978.45,57305.48,57305.48,57305.48,15661.59,15661.59
1208,-1194.8,-198.4,-1343.4,-1492.0,-1789.2,-2085.2,-2382.0,-2678.8,-2975.6,-2313.8,-2788.4,-3313.8,-3890.0,-2585.2,35018.45,57345.48,57345.48,57345.48,15692.7,15692.7
1209,-1204.8,-208.4,-1358.4,-1512.0,-1819.2,-2082.0,-2374.4,-2666.8,-2959.2,-2310.6,-2780.8,-3301.8,-3873.6,-2576.4,35043.45,57370.48,57370.48,57370.48,15701.5,15701.5
1210,-1196.0,-218.4,-1349.6,-1503.2,-1810.4,-2073.2,-2365.6,-2658.0,-2950.4,-2301.8,-2772.0,-3293.0,-3864.8,-2567.6,35052.25,57379.28,57379.28,57379.28,15718.04,15718.04
1211,-1206.0,-209.6,-1359.6,-1513.2,-1820.4,-2098.2,-2395.6,-2693.0,-2990.4,-2349.3,-2842.0,-3390.5,-3994.8,-2558.8,35002.25,57288.37,57288.37,57288.37,15682.7,15682.7
1212,-1216.0,-219.6,-1374.6,-1533.2,-1850.4,-2123.2,-2425.6,-2728.0,-3030.4,-2354.5,-2836.8,-3370.5,-3955.6,-2550.0,35046.25,57372.58,57372.58,57372.58,15691.5,15691.5
1213,-1226.0,-210.8,-1384.6,-1543.2,-1860.4,-2148.2,-2455.6,-2763.0,-3070.4,-2402.0,-2906.8,-3468.0,-4085.6,-2542.4,34996.25,57277.88,57277.88,57277.88,15672.7,15672.7
1214,-1236.0,-202.0,-1399.6,-1563.2,-1890.4,-2173.2,-2485.6,-2798.0,-3110.4,-2449.5,-2976.8,-3565.5,-4215.6,-2612.4,34946.25,57177.61,57177.61,57177.61,15662.7,15662.7
1215,-1227.2,-212.0,-1390.8,-1554.4,-1881.6,-2164.4,-2476.8,-2789.2,-3101.6,-2440.7,-2968.0,-3556.7,-4206.8,-2603.6,34990.25,57271.36,57271.36,57271.36,15671.5,15671.5
1216,-1218.4,-222.0,-1382.0,-1545.6,-1872.8,-2155.6,-2468.0,-2780.4,-3092.8,-2431.9,-2959.2,-3547.9,-4198.0,-2594.8,35034.25,57364.7,57364.7,57364.7,15688.04,15688.04
1217,-1209.6,-213.2,-1373.2,-1536.8,-1864.0,-2146.8,-2459.2,-2771.6,-3084.0,-2423.1,-2950.4,-3539.1,-4189.2,-2586.0,35078.25,57457.55,57457.55,57457.55,15719.14,15719.14
1218,-1200.8,-223.2,-1364.4,-1528.0,-1855.2,-2138.0,-2450.4,-2762.8,-3075.2,-2414.3,-2941.6,-3530.3,-4180.4,-2578.4,35122.25,57549.86,57549.86,57549.86,15727.94,15727.94
1219,-1210.8,-214.4,-1374.4,-1538.0,-1865.2,-2163.0,-2480.4,-2797.8,-3115.2,-2461.8,-3011.6,-3627.8,-4310.4,-2569.6,35072.25,57445.7,57445.7,57445.7,15709.14,15709.14
1220,-1202.0,-224.4,-1361.2,-1520.4,-1838.8,-2154.2,-2471.6,-2789.0,-3106.4,-2453.0,-3002.8,-3619.0,-4301.6,-2562.0,35116.25,57545.7,57545.7,57545.7,15717.94,15717.94
1221,-1212.0,-215.6,-1371.2,-1530.4,-1848.8,-2151.0,-2464.0,-2777.0,-3090.0,-2449.8,-2995.2,-3607.0,-4285.2,-2554.4,35160.25,57645.7,57645.7,57645.7,15734.49,15734.49
1222,-1203.2,-206.8,-1358.0,-1512.8,-1822.4,-2142.2,-2455.2,-2768.2,-3081.2,-2441.0,-2986.4,-3598.2,-4276.4,-2545.6,35204.25,57745.7,57745.7,57745.7,15765.59,15765.59
1223,-1194.4,-216.8,-1349.2,-1504.0,-1813.6,-2133.4,-2446.4,-2759.4,-3072.4,-2432.2,-2977.6,-3589.4,-4267.6,-2615.6,35248.25,57845.7,57845.7,57845.7,15774.39,15774.39
1224,-1204.4,-208.0,-1359.2,-1514.0,-1823.6,-2158.4,-2476.4,-2794.4,-3112.4,-2479.7,-3047.6,-3686.9,-4397.6,-2606.8,35198.25,57732.06,57732.06,57732.06,15755.59,15755.59
1225,-1214.4,-218.0,-1374.2,-1534.0,-1853.6,-2155.2,-2468.8,-2782.4,-3096.0,-2476.5,-3040.0,-3674.9,-4381.2,-2598.0,35215.85,57749.66,57749.66,57749.66,15764.39,15764.39
1226,-1205.6,-228.0,-1365.4,-1525.2,-1844.8,-2146.4,-2460.0,-2773.6,-3087.2,-2467.7,-3031.2,-3666.1,-4372.4,-2589.2,35233.45,57767.26,57767.26,57767.26,15780.93,15780.93
1227,-1215.6,-219.2,-1375.4,-1535.2,-1854.8,-2143.2,-2452.4,-2761.6,-3070.8,-2464.5,-3023.6,-3654.1,-4356.0,-2581.6,35251.05,57784.86,57784.86,57784.86,15812.04,15812.04
1228,-1225.6,-210.4,-1390.4,-1555.2,-1884.8,-2140.0,-2444.8,-2749.6,-3054.4,-2461.3,-3016.0,-3642.1,-4339.6,-2572.8,35268.65,57802.46,57802.46,57802.46,15820.84,15820.84
1229,-1235.6,-201.6,-1400.4,-1565.2,-1894.8,-2165.0,-2474.8,-2784.6,-3094.4,-2508.8,-3086.0,-3739.6,-4469.6,-2564.0,35248.65,57782.46,57782.46,57782.46,15802.04,15802.04
1230,-1226.8,-211.6,-1387.2,-1547.6,-1868.4,-2156.2,-2466.0,-2775.8,-3085.6,-2500.0,-3077.2,-3730.8,-4460.8,-2556.4,35266.25,57800.06,57800.06,57800.06,15810.84,15810.84
1231,-1218.0,-221.6,-1378.4,-1538.8,-1859.6,-2147.4,-2457.2,-2767.0,-3076.8,-2491.2,-3068.4,-3722.0,-4452.0,-2547.6,35275.05,57808.86,57808.86,57808.86,15827.38,15827.38
1232,-1209.2,-212.8,-1369.6,-1530.0,-1850.8,-2138.6,-2448.4,-2758.2,-3068.0,-2482.4,-3059.6,-3713.2,-4443.2,-2538.8,35283.85,57817.66,57817.66,57817.66,15858.48,15858.48
1233,-1219.2,-222.8,-1379.6,-1540.0,-1860.8,-2163.6,-2478.4,-2793.2,-3108.0,-2529.9,-3129.6,-3810.7,-4573.2,-2531.2,35273.85,57807.66,57807.66,57807.66,15848.48,15848.48
1234,-1229.2,-232.8,-1394.6,-1560.0,-1890.8,-2160.4,-2470.8,-2781.2,-3091.6,-2526.7,-3122.0,-3798.7,-4556.8,-2522.4,35317.85,57887.66,57887.66,57887.66,15857.28,15857.28
1235,-1220.4,-224.0,-1385.8,-1551.2,-1882.0,-2151.6,-2462.0,-2772.4,-3082.8,-2517.9,-3113.2,-3789.9,-4548.0,-2514.8,35361.85,57966.61,57966.61,57966.61,15873.83,15873.83
1236,-1211.6,-215.2,-1377.0,-1542.4,-1873.2,-2142.8,-2453.2,-2763.6,-3074.0,-2509.1,-3104.4,-3781.1,-4539.2,-2509.6,35405.85,58044.38,58044.38,58044.38,15904.93,15904.93
1237,-1221.6,-225.2,-1387.0,-1552.4,-1883.2,-2167.8,-2483.2,-2798.6,-3114.0,-2556.6,-3174.4,-3878.6,-4669.2,-2500.8,35355.85,57957.49,57957.49,57957.49,15894.93,15894.93
1238,-1231.6,-216.4,-1402.0,-1572.4,-1913.2,-2164.6,-2475.6,-2786.6,-3097.6,-2553.4,-3166.8,-3866.6,-4652.8,-2492.0,35399.85,58038.74,58038.74,58038.74,15903.73,15903.73
1239,-1241.6,-226.4,-1412.0,-1582.4,-1923.2,-2161.4,-2468.0,-2774.6,-3081.2,-2550.2,-3159.2,-3854.6,-4636.4,-2484.4,35443.85,58118.74,58118.74,58118.74,15920.27,15920.27
1240,-1251.6,-217.6,-1427.0,-1602.4,-1953.2,-2186.4,-2498.0,-2809.6,-3121.2,-2555.4,-3154.0,-3834.6,-4597.2,-2475.6,35487.85,58197.31,58197.31,58197.31,15951.38,15951.38
1241,-1261.6,-227.6,-1437.0,-1612.4,-1963.2,-2183.2,-2490.4,-2797.6,-3104.8,-2552.2,-3146.4,-3822.6,-4580.8,-2545.6,35531.85,58274.23,58274.23,58274.23,15960.18,15960.18
1242,-1252.8,-218.8,-1423.8,-1594.8,-1936.8,-2174.4,-2481.6,-2788.8,-3096.0,-2543.4,-3137.6,-3813.8,-4572.0,-2536.8,35575.85,58349.23,58349.23,58349.23,15976.72,15976.72
1243,-1244.0,-228.8,-1415.0,-1586.0,-1928.0,-2165.6,-2472.8,-2780.0,-3087.2,-2534.6,-3128.8,-3805.0,-4563.2,-2528.0,35619.85,58421.96,58421.96,58421.96,16007.82,16007.82
1244,-1235.2,-238.8,-1406.2,-1577.2,-1919.2,-2156.8,-2464.0,-2771.2,-3078.4,-2525.8,-3120.0,-3796.2,-4554.4,-2519.2,35663.85,58491.96,58491.96,58491.96,16016.62,16016.62
1245,-1226.4,-248.8,-1397.4,-1568.4,-1910.4,-2148.0,-2455.2,-2762.4,-3069.6,-2517.0,-3111.2,-3787.4,-4545.6,-2514.0,35707.85,58558.62,58558.62,58558.62,16033.17,16033.17
1246,-1217.6,-258.8,-1388.6,-1559.6,-1901.6,-2139.2,-2446.4,-2753.6,-3060.8,-2508.2,-3102.4,-3778.6,-4536.8,-2506.4,35751.85,58621.12,58621.12,58621.12,16064.27,16064.27
1247,-1208.8,-250.0,-1379.8,-1550.8,-1892.8,-2130.4,-2437.6,-2744.8,-3052.0,-2499.4,-3093.6,-3769.8,-4528.0,-2497.6,35795.85,58678.27,58678.27,58678.27,16073.07,16073.07
1248,-1200.0,-241.2,-1371.0,-1542.0,-1884.0,-2121.6,-2428.8,-2736.0,-3043.2,-2490.6,-3084.8,-3761.0,-4519.2,-2567.6,35839.85,58728.27,58728.27,58728.27,16089.61,16089.61
1249,-1191.2,-232.4,-1362.2,-1533.2,-1875.2,-2112.8,-2420.0,-2727.2,-3034.4,-2481.8,-3076.0,-3752.2,-4510.4,-2560.0,35879.85,58768.27,58768.27,58768.27,16120.72,16120.72
1250,-1182.4,-242.4,-1353.4,-1524.4,-1866.4,-2104.0,-2411.2,-2718.4,-3025.6,-2473.0,-3067.2,-3743.4,-4501.6,-2630.0,35904.85,58793.27,58793.27,58793.27,16129.52,16129.52
1251,-1173.6,-233.6,-1344.6,-1515.6,-1857.6,-2095.2,-2402.4,-2709.6,-3016.8,-2464.2,-3058.4,-3734.6,-4492.8,-2621.2,35913.65,58802.07,58802.07,58802.07,16146.06,16146.06
1252,-1164.8,-243.6,-1335.8,-1506.8,-1848.8,-2086.4,-2393.6,-2700.8,-3008.0,-2455.4,-3049.6,-3725.8,-4484.0,-2612.4,35922.45,58810.87,58810.87,58810.87,16177.16,16177.16
1253,-1174.8,-234.8,-1345.8,-1516.8,-1858.8,-2111.4,-2423.6,-2735.8,-3048.0,-2460.6,-3044.4,-3705.8,-4444.8,-2603.6,35966.45,58890.87,58890.87,58890.87,16185.96,16185.96
1254,-1166.0,-244.8,-1332.6,-1499.2,-1832.4,-2102.6,-2414.8,-2727.0,-3039.2,-2451.8,-3035.6,-3697.0,-4436.0,-2594.8,36010.45,58969.81,58969.81,58969.81,16202.51,16202.51
1255,-1176.0,-236.0,-1342.6,-1509.2,-1842.4,-2127.6,-2444.8,-2762.0,-3079.2,-2499.3,-3105.6,-3794.5,-4566.0,-2589.6,35960.45,58881.43,58881.43,58881.43,16167.16,16167.16
1256,-1167.2,-227.2,-1329.4,-1491.6,-1816.0,-2118.8,-2436.0,-2753.2,-3070.4,-2490.5,-3096.8,-3785.7,-4557.2,-2580.8,36004.45,58963.78,58963.78,58963.78,16175.96,16175.96
1257,-1177.2,-237.2,-1339.4,-1501.6,-1826.0,-2115.6,-2428.4,-2741.2,-3054.0,-2487.3,-3089.2,-3773.7,-4540.8,-2573.2,36048.45,59045.03,59045.03,59045.03,16192.51,16192.51
1258,-1187.2,-228.4,-1354.4,-1521.6,-1856.0,-2112.4,-2420.8,-2729.2,-3037.6,-2484.1,-3081.6,-3761.7,-4524.4,-2568.0,36092.45,59125.03,59125.03,59125.03,16223.61,16223.61
1259,-1178.4,-238.4,-1345.6,-1512.8,-1847.2,-2103.6,-2412.0,-2720.4,-3028.8,-2475.3,-3072.8,-3752.9,-4515.6,-2560.4,36136.45,59203.61,59203.61,59203.61,16232.41,16232.41
1260,-1169.6,-248.4,-1336.8,-1504.0,-1838.4,-2094.8,-2403.2,-2711.6,-3020.0,-2466.5,-3064.0,-3744.1,-4506.8,-2552.8,36180.45,59280.53,59280.53,59280.53,16248.95,16248.95
1261,-1160.8,-258.4,-1328.0,-1495.2,-1829.6,-2086.0,-2394.4,-2702.8,-3011.2,-2457.7,-3055.2,-3735.3,-4498.0,-2547.6,36224.45,59355.53,59355.53,59355.53,16280.06,16280.06
1262,-1152.0,-268.4,-1319.2,-1486.4,-1820.8,-2077.2,-2385.6,-2694.0,-3002.4,-2448.9,-3046.4,-3726.5,-4489.2,-2540.0,36268.45,59428.26,59428.26,59428.26,16288.86,16288.86
1263,-1143.2,-259.6,-1310.4,-1477.6,-1812.0,-2068.4,-2376.8,-2685.2,-2993.6,-2440.1,-3037.6,-3717.7,-4480.4,-2531.2,36312.45,59498.26,59498.26,59498.26,16305.4,16305.4
1264,-1153.2,-250.8,-1320.4,-1487.6,-1822.0,-2065.2,-2369.2,-2673.2,-2977.2,-2436.9,-3030.0,-3705.7,-4464.0,-2522.4,36356.45,59564.92,59564.92,59564.92,16336.5,16336.5
1265,-1163.2,-260.8,-1335.4,-1507.6,-1852.0,-2062.0,-2361.6,-2661.2,-2960.8,-2433.7,-3022.4,-3693.7,-4447.6,-2514.8,36400.45,59627.42,59627.42,59627.42,16345.3,16345.3
1266,-1173.2,-252.0,-1345.4,-1517.6,-1862.0,-2058.8,-2354.0,-2649.2,-2944.4,-2430.5,-3014.8,-3681.7,-4431.2,-2507.2,36444.45,59684.56,59684.56,59684.56,16361.85,16361.85
1267,-1164.4,-262.0,-1332.2,-1500.0,-1835.6,-2050.0,-2345.2,-2640.4,-2935.6,-2421.7,-3006.0,-3672.9,-4422.4,-2498.4,36488.45,59734.56,59734.56,59734.56,16392.95,16392.95
1268,-1155.6,-272.0,-1323.4,-1491.2,-1826.8,-2041.2,-2336.4,-2631.6,-2926.8,-2412.9,-2997.2,-3664.1,-4413.6,-2489.6,36532.45,59814.56,59814.56,59814.56,16401.75,16401.75
1269,-1165.6,-282.0,-1333.4,-1501.2,-1836.8,-2066.2,-2366.4,-2666.6,-2966.8,-2418.1,-2992.0,-3644.1,-4374.4,-2480.8,36576.45,59893.51,59893.51,59893.51,16418.29,16418.29
1270,-1156.8,-273.2,-1320.2,-1483.6,-1810.4,-2057.4,-2357.6,-2657.8,-2958.0,-2409.3,-2983.2,-3635.3,-4365.6,-2473.2,36620.45,59971.29,59971.29,59971.29,16449.4,16449.4
1271,-1166.8,-283.2,-1330.2,-1493.6,-1820.4,-2054.2,-2350.0,-2645.8,-2941.6,-2406.1,-2975.6,-3623.3,-4349.2,-2465.6,36664.45,60047.76,60047.76,60047.76,16458.2,16458.2
1272,-1176.8,-293.2,-1345.2,-1513.6,-1850.4,-2079.2,-2380.0,-2680.8,-2981.6,-2411.3,-2970.4,-3603.3,-4310.0,-2456.8,36708.45,60122.76,60122.76,60122.76,16474.74,16474.74
1273,-1186.8,-284.4,-1355.2,-1523.6,-1860.4,-2076.0,-2372.4,-2668.8,-2965.2,-2408.1,-2962.8,-3591.3,-4293.6,-2449.2,36752.45,60196.09,60196.09,60196.09,16505.84,16505.84
1274,-1196.8,-294.4,-1370.2,-1543.6,-1890.4,-2101.0,-2402.4,-2703.8,-3005.2,-2455.6,-3032.8,-3688.8,-4423.6,-2440.4,36702.45,60114.93,60114.93,60114.93,16495.84,16495.84
1275,-1188.0,-304.4,-1361.4,-1534.8,-1881.6,-2092.2,-2393.6,-2695.0,-2996.4,-2446.8,-3024.0,-3680.0,-4414.8,-2431.6,36746.45,60191.85,60191.85,60191.85,16504.64,16504.64
1276,-1198.0,-295.6,-1371.4,-1544.8,-1891.6,-2117.2,-2423.6,-2730.0,-3036.4,-2494.3,-3094.0,-3777.5,-4544.8,-2424.0,36696.45,60106.62,60106.62,60106.62,16485.84,16485.84
1277,-1189.2,-305.6,-1358.2,-1527.2,-1865.2,-2108.4,-2414.8,-2721.2,-3027.6,-2485.5,-3085.2,-3768.7,-4536.0,-2415.2,36740.45,60188.44,60188.44,60188.44,16494.64,16494.64
1278,-1180.4,-315.6,-1349.4,-1518.4,-1856.4,-2099.6,-2406.0,-2712.4,-3018.8,-2476.7,-3076.4,-3759.9,-4527.2,-2407.6,36784.45,60268.44,60268.44,60268.44,16511.19,16511.19
1279,-1190.4,-325.6,-1359.4,-1528.4,-1866.4,-2096.4,-2398.4,-2700.4,-3002.4,-2473.5,-3068.8,-3747.9,-4510.8,-2398.8,36828.45,60346.22,60346.22,60346.22,16542.29,16542.29
1280,-1200.4,-335.6,-1374.4,-1548.4,-1896.4,-2093.2,-2390.8,-2688.4,-2986.0,-2470.3,-3061.2,-3735.9,-4494.4,-2468.8,36872.45,60421.22,60421.22,60421.22,16551.09,16551.09
1281,-1210.4,-326.8,-1384.4,-1558.4,-1906.4,-2118.2,-2420.8,-2723.4,-3026.0,-2517.8,-3131.2,-3833.4,-4624.4,-2538.8,36822.45,60340.05,60340.05,60340.05,16532.29,16532.29
1282,-1220.4,-318.0,-1399.4,-1578.4,-1936.4,-2115.0,-2413.2,-2711.4,-3009.6,-2514.6,-3123.6,-3821.4,-4608.0,-2530.0,36866.45,60423.38,60423.38,60423.38,16541.09,16541.09
1283,-1230.4,-328.0,-1409.4,-1588.4,-1946.4,-2140.0,-2443.2,-2746.4,-3049.6,-2519.8,-3118.4,-3801.4,-4568.8,-2600.0,36910.45,60503.38,60503.38,60503.38,16557.63,16557.63
1284,-1221.6,-319.2,-1396.2,-1570.8,-1920.0,-2131.2,-2434.4,-2737.6,-3040.8,-2511.0,-3109.6,-3792.6,-4560.0,-2591.2,36954.45,60578.38,60578.38,60578.38,16588.74,16588.74
1285,-1231.6,-329.2,-1406.2,-1580.8,-1930.0,-2128.0,-2426.8,-2725.6,-3024.4,-2507.8,-3102.0,-3780.6,-4543.6,-2661.2,36998.45,60645.05,60645.05,60645.05,16597.54,16597.54
1286,-1222.8,-339.2,-1393.0,-1563.2,-1903.6,-2119.2,-2418.0,-2716.8,-3015.6,-2499.0,-3093.2,-3771.8,-4534.8,-2652.4,37042.45,60725.05,60725.05,60725.05,16614.08,16614.08
1287,-1232.8,-349.2,-1403.0,-1573.2,-1913.6,-2116.0,-2410.4,-2704.8,-2999.2,-2495.8,-3085.6,-3759.8,-4518.4,-2722.4,37086.45,60804.0,60804.0,60804.0,16645.18,16645.18
1288,-1242.8,-340.4,-1418.0,-1593.2,-1943.6,-2112.8,-2402.8,-2692.8,-2982.8,-2492.6,-3078.0,-3747.8,-4502.0,-2717.2,37130.45,60881.77,60881.77,60881.77,16653.98,16653.98
1289,-1252.8,-331.6,-1428.0,-1603.2,-1953.6,-2137.8,-2432.8,-2727.8,-3022.8,-2497.8,-3072.8,-3727.8,-4462.8,-2708.4,37174.45,60958.24,60958.24,60958.24,16670.53,16670.53
1290,-1262.8,-322.8,-1443.0,-1623.2,-1983.6,-2134.6,-2425.2,-2715.8,-3006.4,-2494.6,-3065.2,-3715.8,-4446.4,-2700.8,37218.45,61033.24,61033.24,61033.24,16701.63,16701.63
1291,-1254.0,-314.0,-1434.2,-1614.4,-1974.8,-2125.8,-2416.4,-2707.0,-2997.6,-2485.8,-3056.4,-3707.0,-4437.6,-2692.0,37262.45,61106.58,61106.58,61106.58,16710.43,16710.43
1292,-1245.2,-324.0,-1425.4,-1605.6,-1966.0,-2117.0,-2407.6,-2698.2,-2988.8,-2477.0,-3047.6,-3698.2,-4428.8,-2762.0,37306.45,61178.01,61178.01,61178.01,16726.97,16726.97
1293,-1236.4,-334.0,-1416.6,-1596.8,-1957.2,-2108.2,-2398.8,-2689.4,-2980.0,-2468.2,-3038.8,-3689.4,-4420.0,-2753.2,37350.45,61247.24,61247.24,61247.24,16758.08,16758.08
