trade_num,Flat (No MG),Flat + Skip 2L,MG Next Signal (x1.5),MG Next Signal (x2),MG Next Signal (x3.0),MG1 (x1.5),MG1 (x2),MG1 (x2.5),MG1 (x3.0),MG2 (x1.5),MG2 (x2),MG2 (x2.5),MG2 (x3.0),MG2 + Stop 1L,Masaniello,Masaniello (cap $1000),Masaniello (cap $2000),Masaniello (cap $500),Soros (3-level cap),Soros (Anti-MG)
5138,-3346.0,,-3848.8,-4351.6,-5357.2,-6136.0,-7066.0,-7996.0,-8926.0,-7817.2,-10054.8,-12666.0,-15650.8,,133292.21,215357.82,215357.82,215357.82,66587.3,66587.3
5139,-3337.2,,-3840.0,-4342.8,-5348.4,-6127.2,-7057.2,-7987.2,-8917.2,-7808.4,-10046.0,-12657.2,-15642.0,,133336.21,215435.6,215435.6,215435.6,66603.85,66603.85
5140,-3347.2,,-3850.0,-4352.8,-5358.4,-6124.0,-7049.6,-7975.2,-8900.8,-7805.2,-10038.4,-12645.2,-15625.6,,133380.21,215510.6,215510.6,215510.6,66634.95,66634.95
5141,-3357.2,,-3865.0,-4372.8,-5388.4,-6120.8,-7042.0,-7963.2,-8884.4,-7802.0,-10030.8,-12633.2,-15609.2,,133424.21,215582.03,215582.03,215582.03,66643.75,66643.75
5142,-3367.2,,-3875.0,-4382.8,-5398.4,-6117.6,-7034.4,-7951.2,-8868.0,-7798.8,-10023.2,-12621.2,-15592.8,,133468.21,215648.7,215648.7,215648.7,66660.29,66660.29
5143,-3358.4,,-3861.8,-4365.2,-5372.0,-6108.8,-7025.6,-7942.4,-8859.2,-7790.0,-10014.4,-12612.4,-15584.0,,133512.21,215708.7,215708.7,215708.7,66691.4,66691.4
5144,-3349.6,,-3853.0,-4356.4,-5363.2,-6100.0,-7016.8,-7933.6,-8850.4,-7781.2,-10005.6,-12603.6,-15575.2,,133556.21,215758.7,215758.7,215758.7,66700.2,66700.2
5145,-3359.6,,-3863.0,-4366.4,-5373.2,-6125.0,-7046.8,-7968.6,-8890.4,-7828.7,-10075.6,-12701.1,-15705.2,,133518.33,215720.82,215720.82,215720.82,66681.4,66681.4
5146,-3369.6,,-3878.0,-4386.4,-5403.2,-6121.8,-7039.2,-7956.6,-8874.0,-7825.5,-10068.0,-12689.1,-15688.8,,133562.33,215770.82,215770.82,215770.82,66690.2,66690.2
5147,-3379.6,,-3888.0,-4396.4,-5413.2,-6118.6,-7031.6,-7944.6,-8857.6,-7822.3,-10060.4,-12677.1,-15672.4,,133571.13,215779.62,215779.62,215779.62,66706.74,66706.74
5148,-3389.6,,-3903.0,-4416.4,-5443.2,-6115.4,-7024.0,-7932.6,-8841.2,-7819.1,-10052.8,-12665.1,-15656.0,,133579.93,215788.42,215788.42,215788.42,66737.84,66737.84
5149,-3399.6,,-3913.0,-4426.4,-5453.2,-6112.2,-7016.4,-7920.6,-8824.8,-7815.9,-10045.2,-12653.1,-15639.6,,133588.73,215797.22,215797.22,215797.22,66746.64,66746.64
5150,-3390.8,,-3899.8,-4408.8,-5426.8,-6103.4,-7007.6,-7911.8,-8816.0,-7807.1,-10036.4,-12644.3,-15630.8,,133597.53,215806.02,215806.02,215806.02,66763.19,66763.19
5151,-3400.8,,-3909.8,-4418.8,-5436.8,-6100.2,-7000.0,-7899.8,-8799.6,-7803.9,-10028.8,-12632.3,-15614.4,,133606.33,215814.82,215814.82,215814.82,66794.29,66794.29
5152,-3392.0,,-3896.6,-4401.2,-5410.4,-6091.4,-6991.2,-7891.0,-8790.8,-7795.1,-10020.0,-12623.5,-15605.6,,133615.13,215823.62,215823.62,215823.62,66803.09,66803.09
5153,-3402.0,,-3906.6,-4411.2,-5420.4,-6088.2,-6983.6,-7879.0,-8774.4,-7791.9,-10012.4,-12611.5,-15589.2,,133623.93,215832.42,215832.42,215832.42,66819.63,66819.63
5154,-3412.0,,-3921.6,-4431.2,-5450.4,-6085.0,-6976.0,-7867.0,-8758.0,-7788.7,-10004.8,-12599.5,-15572.8,,133632.73,215841.22,215841.22,215841.22,66850.74,66850.74
5155,-3422.0,,-3931.6,-4441.2,-5460.4,-6081.8,-6968.4,-7855.0,-8741.6,-7785.5,-9997.2,-12587.5,-15556.4,,133641.53,215850.02,215850.02,215850.02,66859.54,66859.54
5156,-3413.2,,-3918.4,-4423.6,-5434.0,-6073.0,-6959.6,-7846.2,-8732.8,-7776.7,-9988.4,-12578.7,-15547.6,,133650.33,215858.82,215858.82,215858.82,66876.08,66876.08
5157,-3404.4,,-3909.6,-4414.8,-5425.2,-6064.2,-6950.8,-7837.4,-8724.0,-7767.9,-9979.6,-12569.9,-15538.8,,133659.13,215867.62,215867.62,215867.62,66907.18,66907.18
5158,-3395.6,,-3900.8,-4406.0,-5416.4,-6055.4,-6942.0,-7828.6,-8715.2,-7759.1,-9970.8,-12561.1,-15530.0,,133667.93,215876.42,215876.42,215876.42,66915.98,66915.98
5159,-3386.8,,-3892.0,-4397.2,-5407.6,-6046.6,-6933.2,-7819.8,-8706.4,-7750.3,-9962.0,-12552.3,-15521.2,,133676.73,215885.22,215885.22,215885.22,66932.53,66932.53
5160,-3396.8,,-3902.0,-4407.2,-5417.6,-6043.4,-6925.6,-7807.8,-8690.0,-7747.1,-9954.4,-12540.3,-15504.8,,133685.53,215894.02,215894.02,215894.02,66963.63,66963.63
5161,-3406.8,,-3917.0,-4427.2,-5447.6,-6040.2,-6918.0,-7795.8,-8673.6,-7743.9,-9946.8,-12528.3,-15488.4,,133694.33,215902.82,215902.82,215902.82,66972.43,66972.43
5162,-3416.8,,-3927.0,-4437.2,-5457.6,-6065.2,-6948.0,-7830.8,-8713.6,-7791.4,-10016.8,-12625.8,-15618.4,,133684.33,215892.82,215892.82,215892.82,66953.63,66953.63
5163,-3408.0,,-3913.8,-4419.6,-5431.2,-6056.4,-6939.2,-7822.0,-8704.8,-7782.6,-10008.0,-12617.0,-15609.6,,133693.13,215901.62,215901.62,215901.62,66962.43,66962.43
5164,-3399.2,,-3905.0,-4410.8,-5422.4,-6047.6,-6930.4,-7813.2,-8696.0,-7773.8,-9999.2,-12608.2,-15600.8,,133737.13,215981.62,215981.62,215981.62,66978.97,66978.97
5165,-3390.4,,-3896.2,-4402.0,-5413.6,-6038.8,-6921.6,-7804.4,-8687.2,-7765.0,-9990.4,-12599.4,-15592.0,,133781.13,216060.57,216060.57,216060.57,67010.08,67010.08
5166,-3400.4,,-3906.2,-4412.0,-5423.6,-6063.8,-6951.6,-7839.4,-8727.2,-7812.5,-10060.4,-12696.9,-15722.0,,133731.13,215972.18,215972.18,215972.18,67000.08,67000.08
5167,-3410.4,,-3921.2,-4432.0,-5453.6,-6088.8,-6981.6,-7874.4,-8767.2,-7817.7,-10055.2,-12676.9,-15682.8,,133775.13,216054.54,216054.54,216054.54,67008.88,67008.88
5168,-3420.4,,-3931.2,-4442.0,-5463.6,-6085.6,-6974.0,-7862.4,-8750.8,-7814.5,-10047.6,-12664.9,-15666.4,,133819.13,216135.79,216135.79,216135.79,67025.42,67025.42
5169,-3411.6,,-3918.0,-4424.4,-5437.2,-6076.8,-6965.2,-7853.6,-8742.0,-7805.7,-10038.8,-12656.1,-15657.6,,133863.13,216215.79,216215.79,216215.79,67056.52,67056.52
5170,-3402.8,,-3909.2,-4415.6,-5428.4,-6068.0,-6956.4,-7844.8,-8733.2,-7796.9,-10030.0,-12647.3,-15648.8,,133907.13,216294.36,216294.36,216294.36,67065.32,67065.32
5171,-3394.0,,-3900.4,-4406.8,-5419.6,-6059.2,-6947.6,-7836.0,-8724.4,-7788.1,-10021.2,-12638.5,-15640.0,,133951.13,216371.28,216371.28,216371.28,67081.87,67081.87
5172,-3404.0,,-3910.4,-4416.8,-5429.6,-6084.2,-6977.6,-7871.0,-8764.4,-7835.6,-10091.2,-12736.0,-15770.0,,133901.13,216286.05,216286.05,216286.05,67046.52,67046.52
5173,-3414.0,,-3925.4,-4436.8,-5459.6,-6109.2,-7007.6,-7906.0,-8804.4,-7883.1,-10161.2,-12833.5,-15900.0,,133851.13,216193.08,216193.08,216193.08,67036.52,67036.52
5174,-3424.0,,-3935.4,-4446.8,-5469.6,-6134.2,-7037.6,-7941.0,-8844.4,-7930.6,-10231.2,-12931.0,-16030.0,,133801.13,216090.8,216090.8,216090.8,67026.52,67026.52
5175,-3415.2,,-3922.2,-4429.2,-5443.2,-6125.4,-7028.8,-7932.2,-8835.6,-7921.8,-10222.4,-12922.2,-16021.2,,133845.13,216190.8,216190.8,216190.8,67035.32,67035.32
5176,-3425.2,,-3932.2,-4439.2,-5453.2,-6150.4,-7058.8,-7967.2,-8875.6,-7969.3,-10292.4,-13019.7,-16151.2,,133795.13,216077.17,216077.17,216077.17,67016.52,67016.52
5177,-3435.2,,-3947.2,-4459.2,-5483.2,-6175.4,-7088.8,-8002.2,-8915.6,-8016.8,-10362.4,-13117.2,-16281.2,,133775.13,216057.17,216057.17,216057.17,67006.52,67006.52
5178,-3426.4,,-3938.4,-4450.4,-5474.4,-6166.6,-7080.0,-7993.4,-8906.8,-8008.0,-10353.6,-13108.4,-16272.4,,133792.73,216074.77,216074.77,216074.77,67015.32,67015.32
5179,-3417.6,,-3929.6,-4441.6,-5465.6,-6157.8,-7071.2,-7984.6,-8898.0,-7999.2,-10344.8,-13099.6,-16263.6,,133810.33,216092.37,216092.37,216092.37,67031.87,67031.87
5180,-3427.6,,-3939.6,-4451.6,-5475.6,-6182.8,-7101.2,-8019.6,-8938.0,-8046.7,-10414.8,-13197.1,-16393.6,,133790.33,216072.37,216072.37,216072.37,66996.52,66996.52
5181,-3418.8,,-3926.4,-4434.0,-5449.2,-6174.0,-7092.4,-8010.8,-8929.2,-8037.9,-10406.0,-13188.3,-16384.8,,133807.93,216089.97,216089.97,216089.97,67005.32,67005.32
5182,-3428.8,,-3936.4,-4444.0,-5459.2,-6199.0,-7122.4,-8045.8,-8969.2,-8085.4,-10476.0,-13285.8,-16514.8,,133787.93,216069.97,216069.97,216069.97,66986.52,66986.52
5183,-3438.8,,-3951.4,-4464.0,-5489.2,-6224.0,-7152.4,-8080.8,-9009.2,-8132.9,-10546.0,-13383.3,-16644.8,,133767.93,216049.97,216049.97,216049.97,66976.52,66976.52
5184,-3448.8,,-3961.4,-4474.0,-5499.2,-6220.8,-7144.8,-8068.8,-8992.8,-8129.7,-10538.4,-13371.3,-16628.4,,133776.73,216058.77,216058.77,216058.77,66985.32,66985.32
5185,-3458.8,,-3976.4,-4494.0,-5529.2,-6245.8,-7174.8,-8103.8,-9032.8,-8134.9,-10533.2,-13351.3,-16589.2,,133785.53,216067.57,216067.57,216067.57,67001.87,67001.87
5186,-3450.0,,-3967.6,-4485.2,-5520.4,-6237.0,-7166.0,-8095.0,-9024.0,-8126.1,-10524.4,-13342.5,-16580.4,,133794.33,216076.37,216076.37,216076.37,67032.97,67032.97
5187,-3441.2,,-3958.8,-4476.4,-5511.6,-6228.2,-7157.2,-8086.2,-9015.2,-8117.3,-10515.6,-13333.7,-16571.6,,133803.13,216085.17,216085.17,216085.17,67041.77,67041.77
5188,-3432.4,,-3950.0,-4467.6,-5502.8,-6219.4,-7148.4,-8077.4,-9006.4,-8108.5,-10506.8,-13324.9,-16562.8,,133811.93,216093.97,216093.97,216093.97,67058.31,67058.31
5189,-3423.6,,-3941.2,-4458.8,-5494.0,-6210.6,-7139.6,-8068.6,-8997.6,-8099.7,-10498.0,-13316.1,-16554.0,,133820.73,216102.77,216102.77,216102.77,67089.42,67089.42
5190,-3433.6,,-3951.2,-4468.8,-5504.0,-6207.4,-7132.0,-8056.6,-8981.2,-8096.5,-10490.4,-13304.1,-16537.6,,133829.53,216111.57,216111.57,216111.57,67098.22,67098.22
5191,-3424.8,,-3938.0,-4451.2,-5477.6,-6198.6,-7123.2,-8047.8,-8972.4,-8087.7,-10481.6,-13295.3,-16528.8,,133838.33,216120.37,216120.37,216120.37,67114.76,67114.76
5192,-3434.8,,-3948.0,-4461.2,-5487.6,-6223.6,-7153.2,-8082.8,-9012.4,-8092.9,-10476.4,-13275.3,-16489.6,,133847.13,216129.17,216129.17,216129.17,67145.86,67145.86
5193,-3444.8,,-3963.0,-4481.2,-5517.6,-6248.6,-7183.2,-8117.8,-9052.4,-8140.4,-10546.4,-13372.8,-16619.6,,133797.13,216038.26,216038.26,216038.26,67135.86,67135.86
5194,-3454.8,,-3973.0,-4491.2,-5527.6,-6245.4,-7175.6,-8105.8,-9036.0,-8137.2,-10538.8,-13360.8,-16603.2,,133841.13,216122.47,216122.47,216122.47,67144.66,67144.66
5195,-3464.8,,-3988.0,-4511.2,-5557.6,-6242.2,-7168.0,-8093.8,-9019.6,-8134.0,-10531.2,-13348.8,-16586.8,,133885.13,216205.8,216205.8,216205.8,67161.21,67161.21
5196,-3474.8,,-3998.0,-4521.2,-5567.6,-6267.2,-7198.0,-8128.8,-9059.6,-8139.2,-10526.0,-13328.8,-16547.6,,133929.13,216288.16,216288.16,216288.16,67192.31,67192.31
5197,-3466.0,,-3984.8,-4503.6,-5541.2,-6258.4,-7189.2,-8120.0,-9050.8,-8130.4,-10517.2,-13320.0,-16538.8,,133973.13,216369.41,216369.41,216369.41,67201.11,67201.11
5198,-3476.0,,-3994.8,-4513.6,-5551.2,-6255.2,-7181.6,-8108.0,-9034.4,-8127.2,-10509.6,-13308.0,-16522.4,,134017.13,216449.41,216449.41,216449.41,67217.65,67217.65
5199,-3486.0,,-4009.8,-4533.6,-5581.2,-6252.0,-7174.0,-8096.0,-9018.0,-8124.0,-10502.0,-13296.0,-16506.0,,134061.13,216527.98,216527.98,216527.98,67248.76,67248.76
5200,-3496.0,,-4019.8,-4543.6,-5591.2,-6248.8,-7166.4,-8084.0,-9001.6,-8120.8,-10494.4,-13284.0,-16489.6,,134105.13,216604.9,216604.9,216604.9,67257.56,67257.56
5201,-3487.2,,-4006.6,-4526.0,-5564.8,-6240.0,-7157.6,-8075.2,-8992.8,-8112.0,-10485.6,-13275.2,-16480.8,,134149.13,216679.9,216679.9,216679.9,67274.1,67274.1
5202,-3478.4,,-3997.8,-4517.2,-5556.0,-6231.2,-7148.8,-8066.4,-8984.0,-8103.2,-10476.8,-13266.4,-16472.0,,134193.13,216752.63,216752.63,216752.63,67305.2,67305.2
5203,-3488.4,,-4007.8,-4527.2,-5566.0,-6256.2,-7178.8,-8101.4,-9024.0,-8108.4,-10471.6,-13246.4,-16432.8,,134237.13,216822.63,216822.63,216822.63,67314.0,67314.0
5204,-3479.6,,-3994.6,-4509.6,-5539.6,-6247.4,-7170.0,-8092.6,-9015.2,-8099.6,-10462.8,-13237.6,-16424.0,,134281.13,216889.29,216889.29,216889.29,67330.55,67330.55
5205,-3489.6,,-4004.6,-4519.6,-5549.6,-6244.2,-7162.4,-8080.6,-8998.8,-8096.4,-10455.2,-13225.6,-16407.6,,134325.13,216951.79,216951.79,216951.79,67361.65,67361.65
5206,-3480.8,,-3991.4,-4502.0,-5523.2,-6235.4,-7153.6,-8071.8,-8990.0,-8087.6,-10446.4,-13216.8,-16398.8,,134369.13,217008.94,217008.94,217008.94,67370.45,67370.45
5207,-3472.0,,-3982.6,-4493.2,-5514.4,-6226.6,-7144.8,-8063.0,-8981.2,-8078.8,-10437.6,-13208.0,-16390.0,,134413.13,217088.94,217088.94,217088.94,67386.99,67386.99
5208,-3482.0,,-3992.6,-4503.2,-5524.4,-6223.4,-7137.2,-8051.0,-8964.8,-8075.6,-10430.0,-13196.0,-16373.6,,134457.13,217167.88,217167.88,217167.88,67418.1,67418.1
5209,-3473.2,,-3979.4,-4485.6,-5498.0,-6214.6,-7128.4,-8042.2,-8956.0,-8066.8,-10421.2,-13187.2,-16364.8,,134501.13,217245.66,217245.66,217245.66,67426.9,67426.9
5210,-3483.2,,-3989.4,-4495.6,-5508.0,-6211.4,-7120.8,-8030.2,-8939.6,-8063.6,-10413.6,-13175.2,-16348.4,,134545.13,217322.13,217322.13,217322.13,67443.44,67443.44
5211,-3474.4,,-3976.2,-4478.0,-5481.6,-6202.6,-7112.0,-8021.4,-8930.8,-8054.8,-10404.8,-13166.4,-16339.6,,134589.13,217397.13,217397.13,217397.13,67474.54,67474.54
5212,-3484.4,,-3986.2,-4488.0,-5491.6,-6199.4,-7104.4,-8009.4,-8914.4,-8051.6,-10397.2,-13154.4,-16323.2,,134633.13,217470.47,217470.47,217470.47,67483.34,67483.34
5213,-3475.6,,-3973.0,-4470.4,-5465.2,-6190.6,-7095.6,-8000.6,-8905.6,-8042.8,-10388.4,-13145.6,-16314.4,,134677.13,217541.89,217541.89,217541.89,67499.89,67499.89
5214,-3466.8,,-3964.2,-4461.6,-5456.4,-6181.8,-7086.8,-7991.8,-8896.8,-8034.0,-10379.6,-13136.8,-16305.6,,134721.13,217611.13,217611.13,217611.13,67530.99,67530.99
5215,-3476.8,,-3974.2,-4471.6,-5466.4,-6206.8,-7116.8,-8026.8,-8936.8,-8081.5,-10449.6,-13234.3,-16435.6,,134671.13,217535.37,217535.37,217535.37,67520.99,67520.99
5216,-3486.8,,-3989.2,-4491.6,-5496.4,-6231.8,-7146.8,-8061.8,-8976.8,-8086.7,-10444.4,-13214.3,-16396.4,,134715.13,217608.1,217608.1,217608.1,67529.79,67529.79
5217,-3496.8,,-3999.2,-4501.6,-5506.4,-6228.6,-7139.2,-8049.8,-8960.4,-8083.5,-10436.8,-13202.3,-16380.0,,134759.13,217678.1,217678.1,217678.1,67546.33,67546.33
5218,-3506.8,,-4014.2,-4521.6,-5536.4,-6225.4,-7131.6,-8037.8,-8944.0,-8080.3,-10429.2,-13190.3,-16363.6,,134803.13,217744.76,217744.76,217744.76,67577.44,67577.44
5219,-3516.8,,-4024.2,-4531.6,-5546.4,-6250.4,-7161.6,-8072.8,-8984.0,-8127.8,-10499.2,-13287.8,-16493.6,,134753.13,217673.74,217673.74,217673.74,67567.44,67567.44
5220,-3508.0,,-4011.0,-4514.0,-5520.0,-6241.6,-7152.8,-8064.0,-8975.2,-8119.0,-10490.4,-13279.0,-16484.8,,134797.13,217745.17,217745.17,217745.17,67576.24,67576.24
5221,-3499.2,,-4002.2,-4505.2,-5511.2,-6232.8,-7144.0,-8055.2,-8966.4,-8110.2,-10481.6,-13270.2,-16476.0,,134841.13,217811.83,217811.83,217811.83,67592.78,67592.78
5222,-3490.4,,-3993.4,-4496.4,-5502.4,-6224.0,-7135.2,-8046.4,-8957.6,-8101.4,-10472.8,-13261.4,-16467.2,,134885.13,217871.83,217871.83,217871.83,67623.88,67623.88
5223,-3481.6,,-3984.6,-4487.6,-5493.6,-6215.2,-7126.4,-8037.6,-8948.8,-8092.6,-10464.0,-13252.6,-16458.4,,134929.13,217921.83,217921.83,217921.83,67632.68,67632.68
5224,-3472.8,,-3975.8,-4478.8,-5484.8,-6206.4,-7117.6,-8028.8,-8940.0,-8083.8,-10455.2,-13243.8,-16449.6,,134962.46,217955.17,217955.17,217955.17,67649.23,67649.23
5225,-3482.8,,-3985.8,-4488.8,-5494.8,-6203.2,-7110.0,-8016.8,-8923.6,-8080.6,-10447.6,-13231.8,-16433.2,,134971.26,217963.97,217963.97,217963.97,67680.33,67680.33
5226,-3474.0,,-3972.6,-4471.2,-5468.4,-6194.4,-7101.2,-8008.0,-8914.8,-8071.8,-10438.8,-13223.0,-16424.4,,134980.06,217972.77,217972.77,217972.77,67689.13,67689.13
5227,-3484.0,,-3982.6,-4481.2,-5478.4,-6219.4,-7131.2,-8043.0,-8954.8,-8077.0,-10433.6,-13203.0,-16385.2,,134988.86,217981.57,217981.57,217981.57,67705.67,67705.67
5228,-3475.2,,-3969.4,-4463.6,-5452.0,-6210.6,-7122.4,-8034.2,-8946.0,-8068.2,-10424.8,-13194.2,-16376.4,,134997.66,217990.37,217990.37,217990.37,67736.78,67736.78
5229,-3466.4,,-3960.6,-4454.8,-5443.2,-6201.8,-7113.6,-8025.4,-8937.2,-8059.4,-10416.0,-13185.4,-16367.6,,135006.46,217999.17,217999.17,217999.17,67745.58,67745.58
5230,-3476.4,,-3970.6,-4464.8,-5453.2,-6226.8,-7143.6,-8060.4,-8977.2,-8106.9,-10486.0,-13282.9,-16497.6,,134996.46,217989.17,217989.17,217989.17,67726.78,67726.78
5231,-3467.6,,-3957.4,-4447.2,-5426.8,-6218.0,-7134.8,-8051.6,-8968.4,-8098.1,-10477.2,-13274.1,-16488.8,,135005.26,217997.97,217997.97,217997.97,67735.58,67735.58
5232,-3458.8,,-3948.6,-4438.4,-5418.0,-6209.2,-7126.0,-8042.8,-8959.6,-8089.3,-10468.4,-13265.3,-16480.0,,135014.06,218006.77,218006.77,218006.77,67752.12,67752.12
5233,-3468.8,,-3958.6,-4448.4,-5428.0,-6234.2,-7156.0,-8077.8,-8999.6,-8136.8,-10538.4,-13362.8,-16610.0,,135004.06,217996.77,217996.77,217996.77,67716.78,67716.78
5234,-3460.0,,-3945.4,-4430.8,-5401.6,-6225.4,-7147.2,-8069.0,-8990.8,-8128.0,-10529.6,-13354.0,-16601.2,,135048.06,218076.77,218076.77,218076.77,67725.58,67725.58
5235,-3470.0,,-3955.4,-4440.8,-5411.6,-6222.2,-7139.6,-8057.0,-8974.4,-8124.8,-10522.0,-13342.0,-16584.8,,135092.06,218155.72,218155.72,218155.72,67742.12,67742.12
5236,-3480.0,,-3970.4,-4460.8,-5441.6,-6219.0,-7132.0,-8045.0,-8958.0,-8121.6,-10514.4,-13330.0,-16568.4,,135136.06,218233.49,218233.49,218233.49,67773.22,67773.22
5237,-3471.2,,-3961.6,-4452.0,-5432.8,-6210.2,-7123.2,-8036.2,-8949.2,-8112.8,-10505.6,-13321.2,-16559.6,,135180.06,218309.96,218309.96,218309.96,67782.02,67782.02
5238,-3462.4,,-3952.8,-4443.2,-5424.0,-6201.4,-7114.4,-8027.4,-8940.4,-8104.0,-10496.8,-13312.4,-16550.8,,135224.06,218384.96,218384.96,218384.96,67798.57,67798.57
5239,-3453.6,,-3944.0,-4434.4,-5415.2,-6192.6,-7105.6,-8018.6,-8931.6,-8095.2,-10488.0,-13303.6,-16542.0,,135268.06,218458.3,218458.3,218458.3,67829.67,67829.67
5240,-3444.8,,-3935.2,-4425.6,-5406.4,-6183.8,-7096.8,-8009.8,-8922.8,-8086.4,-10479.2,-13294.8,-16533.2,,135312.06,218529.73,218529.73,218529.73,67838.47,67838.47
5241,-3436.0,,-3926.4,-4416.8,-5397.6,-6175.0,-7088.0,-8001.0,-8914.0,-8077.6,-10470.4,-13286.0,-16524.4,,135356.06,218598.96,218598.96,218598.96,67855.01,67855.01
5242,-3427.2,,-3917.6,-4408.0,-5388.8,-6166.2,-7079.2,-7992.2,-8905.2,-8068.8,-10461.6,-13277.2,-16515.6,,135400.06,218665.62,218665.62,218665.62,67886.12,67886.12
5243,-3418.4,,-3908.8,-4399.2,-5380.0,-6157.4,-7070.4,-7983.4,-8896.4,-8060.0,-10452.8,-13268.4,-16506.8,,135444.06,218729.26,218729.26,218729.26,67894.92,67894.92
5244,-3409.6,,-3900.0,-4390.4,-5371.2,-6148.6,-7061.6,-7974.6,-8887.6,-8051.2,-10444.0,-13259.6,-16498.0,,135488.06,218789.26,218789.26,218789.26,67911.46,67911.46
5245,-3400.8,,-3891.2,-4381.6,-5362.4,-6139.8,-7052.8,-7965.8,-8878.8,-8042.4,-10435.2,-13250.8,-16489.2,,135532.06,218844.81,218844.81,218844.81,67942.56,67942.56
5246,-3392.0,,-3882.4,-4372.8,-5353.6,-6131.0,-7044.0,-7957.0,-8870.0,-8033.6,-10426.4,-13242.0,-16480.4,,135576.06,218894.81,218894.81,218894.81,67951.36,67951.36
5247,-3402.0,,-3892.4,-4382.8,-5363.6,-6127.8,-7036.4,-7945.0,-8853.6,-8030.4,-10418.8,-13230.0,-16464.0,,135618.92,218937.67,218937.67,218937.67,67967.91,67967.91
5248,-3412.0,,-3907.4,-4402.8,-5393.6,-6152.8,-7066.4,-7980.0,-8893.6,-8035.6,-10413.6,-13210.0,-16424.8,,135652.25,218971.01,218971.01,218971.01,67999.01,67999.01
5249,-3422.0,,-3917.4,-4412.8,-5403.6,-6149.6,-7058.8,-7968.0,-8877.2,-8032.4,-10406.0,-13198.0,-16408.4,,135672.25,218991.01,218991.01,218991.01,68007.81,68007.81
5250,-3413.2,,-3904.2,-4395.2,-5377.2,-6140.8,-7050.0,-7959.2,-8868.4,-8023.6,-10397.2,-13189.2,-16399.6,,135681.05,218999.81,218999.81,218999.81,68024.35,68024.35
5251,-3404.4,,-3895.4,-4386.4,-5368.4,-6132.0,-7041.2,-7950.4,-8859.6,-8014.8,-10388.4,-13180.4,-16390.8,,135689.85,219008.61,219008.61,219008.61,68055.46,68055.46
5252,-3395.6,,-3886.6,-4377.6,-5359.6,-6123.2,-7032.4,-7941.6,-8850.8,-8006.0,-10379.6,-13171.6,-16382.0,,135698.65,219017.41,219017.41,219017.41,68064.26,68064.26
5253,-3405.6,,-3896.6,-4387.6,-5369.6,-6148.2,-7062.4,-7976.6,-8890.8,-8053.5,-10449.6,-13269.1,-16512.0,,135688.65,219007.41,219007.41,219007.41,68045.46,68045.46
5254,-3415.6,,-3911.6,-4407.6,-5399.6,-6173.2,-7092.4,-8011.6,-8930.8,-8101.0,-10519.6,-13366.6,-16642.0,,135678.65,218997.41,218997.41,218997.41,68035.46,68035.46
5255,-3406.8,,-3902.8,-4398.8,-5390.8,-6164.4,-7083.6,-8002.8,-8922.0,-8092.2,-10510.8,-13357.8,-16633.2,,135687.45,219006.21,219006.21,219006.21,68044.26,68044.26
5256,-3416.8,,-3912.8,-4408.8,-5400.8,-6161.2,-7076.0,-7990.8,-8905.6,-8089.0,-10503.2,-13345.8,-16616.8,,135696.25,219015.01,219015.01,219015.01,68060.8,68060.8
5257,-3426.8,,-3927.8,-4428.8,-5430.8,-6158.0,-7068.4,-7978.8,-8889.2,-8085.8,-10495.6,-13333.8,-16600.4,,135705.05,219023.81,219023.81,219023.81,68091.9,68091.9
5258,-3436.8,,-3937.8,-4438.8,-5440.8,-6154.8,-7060.8,-7966.8,-8872.8,-8082.6,-10488.0,-13321.8,-16584.0,,135713.85,219032.61,219032.61,219032.61,68100.7,68100.7
5259,-3446.8,,-3952.8,-4458.8,-5470.8,-6151.6,-7053.2,-7954.8,-8856.4,-8079.4,-10480.4,-13309.8,-16567.6,,135722.65,219041.41,219041.41,219041.41,68117.25,68117.25
5260,-3456.8,,-3962.8,-4468.8,-5480.8,-6176.6,-7083.2,-7989.8,-8896.4,-8084.6,-10475.2,-13289.8,-16528.4,,135731.45,219050.21,219050.21,219050.21,68148.35,68148.35
5261,-3466.8,,-3977.8,-4488.8,-5510.8,-6173.4,-7075.6,-7977.8,-8880.0,-8081.4,-10467.6,-13277.8,-16512.0,,135740.25,219059.01,219059.01,219059.01,68157.15,68157.15
5262,-3458.0,,-3969.0,-4480.0,-5502.0,-6164.6,-7066.8,-7969.0,-8871.2,-8072.6,-10458.8,-13269.0,-16503.2,,135749.05,219067.81,219067.81,219067.81,68173.69,68173.69
5263,-3468.0,,-3979.0,-4490.0,-5512.0,-6161.4,-7059.2,-7957.0,-8854.8,-8069.4,-10451.2,-13257.0,-16486.8,,135757.85,219076.61,219076.61,219076.61,68204.8,68204.8
5264,-3459.2,,-3965.8,-4472.4,-5485.6,-6152.6,-7050.4,-7948.2,-8846.0,-8060.6,-10442.4,-13248.2,-16478.0,,135801.85,219156.61,219156.61,219156.61,68213.6,68213.6
5265,-3469.2,,-3975.8,-4482.4,-5495.6,-6149.4,-7042.8,-7936.2,-8829.6,-8057.4,-10434.8,-13236.2,-16461.6,,135845.85,219235.55,219235.55,219235.55,68230.14,68230.14
